restaurant_name,country_code,city,cuisines,average_cost_for_two,currency,has_table_booking,has_online_delivery,is_delivering_now,price_range,aggregate_rating,rating_color,rating_text,votes,price_category
Bao Cha,1,New Delhi,Chinese,1000,Indian Rupees(Rs.),1,1,No,3,3.0,Orange,Average,90,Expensive
Nazeer Delicacies,1,New Delhi,North Indian,900,Indian Rupees(Rs.),1,0,No,2,3.3,Orange,Average,21,Expensive
Open Oven,1,New Delhi,Bakery,250,Indian Rupees(Rs.),0,0,No,1,3.4,Orange,Average,109,Budget
Slurp Pasta Express,1,New Delhi,Cafe,300,Indian Rupees(Rs.),0,0,No,1,2.9,Orange,Average,5,Budget
Urban Gala,1,New Delhi,Chinese,700,Indian Rupees(Rs.),0,0,No,2,2.8,Orange,Average,19,Mid-range
Shree Rathnam,1,New Delhi,South Indian,800,Indian Rupees(Rs.),1,1,No,2,3.5,Yellow,Good,96,Mid-range
Stuffed Kathi Roll,1,New Delhi,Fast Food,250,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,1,Budget
Subway,1,New Delhi,American,500,Indian Rupees(Rs.),0,1,No,2,1.9,Red,Poor,146,Mid-range
24/7 Pastry Shop - The Lalit New Delhi,1,New Delhi,Bakery,900,Indian Rupees(Rs.),0,0,No,2,3.3,Orange,Average,46,Expensive
Le Petit Cafe - The Lalit New Delhi,1,New Delhi,Cafe,1600,Indian Rupees(Rs.),1,0,No,3,3.2,Orange,Average,31,Expensive
The Grill Room - The Lalit New Delhi,1,New Delhi,Continental,4500,Indian Rupees(Rs.),1,0,No,4,3.4,Orange,Average,51,Luxury
24/7 Bar- The Lalit New Delhi,1,New Delhi,Finger Food,3000,Indian Rupees(Rs.),0,0,No,4,3.5,Yellow,Good,45,Luxury
24/7 Restaurant - The Lalit New Delhi,1,New Delhi,Continental,5100,Indian Rupees(Rs.),1,0,No,4,3.7,Yellow,Good,419,
Baluchi - The Lalit New Delhi,1,New Delhi,Mughlai,4500,Indian Rupees(Rs.),1,0,No,4,3.9,Yellow,Good,265,Luxury
Kitty Su - The Lalit New Delhi,1,New Delhi,Finger Food,5000,Indian Rupees(Rs.),0,0,No,4,3.7,Yellow,Good,747,Luxury
Woks - The Lalit New Delhi,1,New Delhi,Chinese,4500,Indian Rupees(Rs.),1,0,No,4,3.6,Yellow,Good,62,Luxury
Cafí© Knosh - The Leela Ambience Convention Hotel,1,New Delhi,North Indian,2700,Indian Rupees(Rs.),1,0,No,4,3.9,Yellow,Good,186,Luxury
Cherry Bar - The Leela Ambience Convention Hotel,1,New Delhi,Finger Food,2650,Indian Rupees(Rs.),1,0,No,4,3.6,Yellow,Good,48,Luxury
Mei Kun - The Leela Ambience Convention Hotel,1,New Delhi,Thai,3500,Indian Rupees(Rs.),1,0,No,4,3.6,Yellow,Good,42,Luxury
Dilli 32 - The Leela Ambience Convention Hotel,1,New Delhi,North Indian,3500,Indian Rupees(Rs.),1,0,No,4,4.0,Green,Very Good,184,Luxury
Jamavar - The Leela Palace,1,New Delhi,North Indian,4000,Indian Rupees(Rs.),1,0,No,4,3.9,Yellow,Good,241,Luxury
Le Cirque - The Leela Palace,1,New Delhi,French,5000,Indian Rupees(Rs.),1,0,No,4,3.8,Yellow,Good,199,Luxury
MEGU - The Leela Palace,1,New Delhi,Japanese,5500,Indian Rupees(Rs.),1,0,No,4,3.9,Yellow,Good,178,
The Library - The Leela Palace,1,New Delhi,Italian,3500,Indian Rupees(Rs.),0,0,No,4,3.7,Yellow,Good,59,Luxury
The Lobby Lounge - The Leela Palace,1,New Delhi,Cafe,2000,Indian Rupees(Rs.),0,0,No,4,3.6,Yellow,Good,32,Expensive
The Lodhi Bakery - The Lodhi,1,New Delhi,Bakery,400,Indian Rupees(Rs.),0,0,No,1,2.9,Orange,Average,4,Mid-range
Elan - The Lodhi,1,New Delhi,North Indian,3000,Indian Rupees(Rs.),1,0,No,4,3.8,Yellow,Good,185,Luxury
Agni - The Park,1,New Delhi,Mughlai,3000,Indian Rupees(Rs.),1,0,No,4,3.3,Orange,Average,199,Luxury
Mist - The Park,1,New Delhi,Continental,3500,Indian Rupees(Rs.),1,0,No,4,3.3,Orange,Average,169,Luxury
Aqua - The Park,1,New Delhi,Continental,4500,Indian Rupees(Rs.),1,0,No,4,3.8,Yellow,Good,773,Luxury
Atrium Bar  & Lounge - The Suryaa New Delhi,1,New Delhi,Finger Food,3000,Indian Rupees(Rs.),1,0,No,4,3.1,Orange,Average,26,Luxury
French Crust - The Suryaa New Delhi,1,New Delhi,Cafe,900,Indian Rupees(Rs.),0,0,No,2,3.3,Orange,Average,19,Expensive
Club BW - The Suryaa New Delhi,1,New Delhi,Finger Food,4400,Indian Rupees(Rs.),0,0,No,4,3.6,Yellow,Good,90,Luxury
Sampan - The Suryaa New Delhi,1,New Delhi,Thai,2500,Indian Rupees(Rs.),1,0,No,4,3.7,Yellow,Good,111,Luxury
The Grill Room - The Taj Mahal Hotel,1,New Delhi,Mediterranean,5000,Indian Rupees(Rs.),0,0,No,4,3.1,Orange,Average,15,Luxury
Emperor's Lounge - The Taj Mahal Hotel,1,New Delhi,Cafe,2500,Indian Rupees(Rs.),0,0,No,4,3.8,Yellow,Good,79,Luxury
Machan - The Taj Mahal Hotel,1,New Delhi,North Indian,5000,Indian Rupees(Rs.),0,0,No,4,3.9,Yellow,Good,696,Luxury
Ricks Bar - The Taj Mahal Hotel,1,New Delhi,Malaysian,4200,Indian Rupees(Rs.),1,0,No,4,3.6,Yellow,Good,64,Luxury
Wasabi by Morimoto - The Taj Mahal Hotel,1,New Delhi,Japanese,6000,Indian Rupees(Rs.),1,0,No,4,3.9,Yellow,Good,183,
House of Ming - The Taj Mahal Hotel,1,New Delhi,Chinese,5500,Indian Rupees(Rs.),1,0,No,4,4.0,Green,Very Good,398,
Varq - The Taj Mahal Hotel,1,New Delhi,Seafood,4500,Indian Rupees(Rs.),1,0,No,4,4.2,Green,Very Good,541,Luxury
Capital Kitchen - Taj Palace Hotel,1,New Delhi,North Indian,2000,Indian Rupees(Rs.),1,0,No,4,3.7,Yellow,Good,42,Expensive
Spicy Duck - Taj Palace Hotel,1,New Delhi,Asian,4000,Indian Rupees(Rs.),1,0,No,4,3.5,Yellow,Good,24,Luxury
Orient Express - Taj Palace Hotel,1,New Delhi,European,8000,Indian Rupees(Rs.),1,0,No,4,4.0,Green,Very Good,145,
The Tea Lounge - Taj Palace Hotel,1,New Delhi,Cafe,1500,Indian Rupees(Rs.),0,0,No,3,4.0,Green,Very Good,76,Expensive
Bonitos - The Uppal,1,New Delhi,Continental,3000,Indian Rupees(Rs.),1,0,No,4,3.2,Orange,Average,28,Luxury
Bonitos Blu - The Uppal,1,New Delhi,North Indian,2500,Indian Rupees(Rs.),1,0,No,4,3.0,Orange,Average,5,Luxury
The Gourmet Shop - The Uppal,1,New Delhi,Bakery,500,Indian Rupees(Rs.),0,0,No,2,3.0,Orange,Average,4,Mid-range
Chopsticks,1,New Delhi,Chinese,1700,Indian Rupees(Rs.),1,1,No,3,3.6,Yellow,Good,350,Expensive
TabulaBeach Cafe,1,New Delhi,European,1600,Indian Rupees(Rs.),1,0,No,3,3.8,Yellow,Good,637,Expensive
Arriba - Mexican Grill & Tequileria,1,New Delhi,Mexican,2500,Indian Rupees(Rs.),1,0,No,4,4.1,Green,Very Good,146,Luxury
Chatori Gali,1,New Delhi,Fast Food,200,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,0,Budget
Aggarwal Sweet Center,1,New Delhi,Mithai,100,Indian Rupees(Rs.),0,0,No,1,2.9,Orange,Average,6,Budget
Aggarwal Sweets,1,New Delhi,Street Food,250,Indian Rupees(Rs.),0,0,No,1,2.7,Orange,Average,11,Budget
Alag Khana Khazana,1,New Delhi,North Indian,450,Indian Rupees(Rs.),0,0,No,1,2.9,Orange,Average,5,Mid-range
Bhape Di Hatti,1,New Delhi,North Indian,200,Indian Rupees(Rs.),0,0,No,1,3.1,Orange,Average,7,Budget
Bhappe Di Hatti,1,New Delhi,North Indian,150,Indian Rupees(Rs.),0,0,No,1,3.1,Orange,Average,8,Budget
Bhatura King,1,New Delhi,Street Food,150,Indian Rupees(Rs.),0,0,No,1,2.9,Orange,Average,7,Budget
Bhukkadzz Point,1,New Delhi,Fast Food,300,Indian Rupees(Rs.),0,1,No,1,3.0,Orange,Average,7,Budget
Bimbos,1,New Delhi,Chinese,350,Indian Rupees(Rs.),0,0,No,1,3.1,Orange,Average,16,Mid-range
Brothers' Bakery,1,New Delhi,Fast Food,350,Indian Rupees(Rs.),0,0,No,1,2.9,Orange,Average,21,Mid-range
Chaap Nation,1,New Delhi,North Indian,300,Indian Rupees(Rs.),0,0,No,1,3.0,Orange,Average,4,Budget
Dev Burger,1,New Delhi,Fast Food,300,Indian Rupees(Rs.),0,0,No,1,2.9,Orange,Average,5,Budget
Green Chick Chop,1,New Delhi,Raw Meats,350,Indian Rupees(Rs.),0,0,No,1,3.0,Orange,Average,6,Mid-range
Green Chick Chop,1,New Delhi,Raw Meats,350,Indian Rupees(Rs.),0,0,No,1,3.2,Orange,Average,16,Mid-range
Hum Sabki Rasoi,1,New Delhi,North Indian,300,Indian Rupees(Rs.),0,0,No,1,3.3,Orange,Average,26,Budget
Janki Vaishno Dhaba,1,New Delhi,North Indian,150,Indian Rupees(Rs.),0,0,No,1,3.0,Orange,Average,4,Budget
Manmohan Food Plaza,1,New Delhi,Fast Food,350,Indian Rupees(Rs.),0,0,No,1,2.6,Orange,Average,10,Mid-range
Mr.Hunger,1,New Delhi,Burger,500,Indian Rupees(Rs.),0,0,No,2,3.0,Orange,Average,5,Mid-range
Neelma Punjabi Dhaba,1,New Delhi,North Indian,250,Indian Rupees(Rs.),0,0,No,1,2.9,Orange,Average,8,Budget
New Raj Kachori Bhandar,1,New Delhi,Street Food,100,Indian Rupees(Rs.),0,0,No,1,3.4,Orange,Average,18,Budget
Punjabi Ninja,1,New Delhi,North Indian,550,Indian Rupees(Rs.),0,0,No,2,3.0,Orange,Average,7,Mid-range
Radha Swami Cool Hut,1,New Delhi,Beverages,200,Indian Rupees(Rs.),0,0,No,1,3.1,Orange,Average,7,Budget
Sagar Choley Bhatoorey,1,New Delhi,Street Food,150,Indian Rupees(Rs.),0,0,No,1,3.2,Orange,Average,26,Budget
Sehyog Alpahar,1,New Delhi,South Indian,150,Indian Rupees(Rs.),0,0,No,1,3.2,Orange,Average,10,Budget
South Indian Hut,1,New Delhi,South Indian,300,Indian Rupees(Rs.),0,0,No,1,2.9,Orange,Average,5,Budget
Vijay Corner,1,New Delhi,North Indian,300,Indian Rupees(Rs.),0,0,No,1,3.0,Orange,Average,7,Budget
Mithlesh Ande Wala,1,New Delhi,Street Food,150,Indian Rupees(Rs.),0,0,No,1,3.5,Yellow,Good,17,Budget
Roti N Boti,1,New Delhi,North Indian,300,Indian Rupees(Rs.),0,1,No,1,3.5,Yellow,Good,21,Budget
Annapurna Caters,1,New Delhi,North Indian,200,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,2,Budget
Ashoka's Ice Zone,1,New Delhi,Ice Cream,150,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,2,Budget
Bikaner Sweets & Pastry Corner,1,New Delhi,Mithai,100,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,3,Budget
Bikaner Sweets,1,New Delhi,Bakery,250,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,3,Budget
Dee Pizza Hub,1,New Delhi,Pizza,350,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,1,Mid-range
Flavors of London,1,New Delhi,Desserts,200,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,2,Budget
Funduz Cafe,1,New Delhi,Fast Food,300,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,3,Budget
Giani,1,New Delhi,Ice Cream,300,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,1,Budget
Grover Sweets Rajouri Wala,1,New Delhi,Mithai,200,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,2,Budget
Guru Kripa Chicken Corner,1,New Delhi,North Indian,250,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,2,Budget
Health-O-Lic,1,New Delhi,Healthy Food,500,Indian Rupees(Rs.),0,0,No,2,0.0,White,Not rated,1,Mid-range
Himalya Chinese,1,New Delhi,Chinese,300,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,1,Budget
KindBhutani's,1,New Delhi,South Indian,350,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,2,Mid-range
Mama Bhanja Corner,1,New Delhi,North Indian,500,Indian Rupees(Rs.),0,0,No,2,0.0,White,Not rated,3,Mid-range
Mama Tao,1,New Delhi,Chinese,250,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,2,Budget
Manpasand Punjabi Zaika,1,New Delhi,North Indian,350,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,1,Mid-range
Pal Restaurant,1,New Delhi,North Indian,250,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,0,Budget
Pizza Station,1,New Delhi,Fast Food,250,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,1,Budget
Punjabi Dhaba,1,New Delhi,North Indian,300,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,3,Budget
Punjabi Virsa,1,New Delhi,North Indian,700,Indian Rupees(Rs.),0,0,No,2,0.0,White,Not rated,3,Mid-range
Sahib Jhatka Chicken Shop,1,New Delhi,North Indian,250,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,3,Budget
Salt & Peppers,1,New Delhi,Chinese,500,Indian Rupees(Rs.),0,0,No,2,0.0,White,Not rated,3,Mid-range
Sethi Ice Cream Parlour,1,New Delhi,Desserts,150,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,3,Budget
Shah Ji Di Rasoi,1,New Delhi,Street Food,200,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,2,Budget
Shawarma Wala,1,New Delhi,Fast Food,300,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,3,Budget
Snazzy Delights,1,New Delhi,Bakery,300,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,2,Budget
South Indian Hut,1,New Delhi,South Indian,200,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,1,Budget
T-2 Di Hatti,1,New Delhi,Street Food,100,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,2,Budget
The Second Wife Kitchen,1,New Delhi,North Indian,500,Indian Rupees(Rs.),0,1,No,2,0.0,White,Not rated,2,Mid-range
Today Pizza,1,New Delhi,Fast Food,250,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,3,Budget
Turban Tadka,1,New Delhi,North Indian,250,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,3,Budget
Wah Shah Ji Wah,1,New Delhi,North Indian,300,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,2,Budget
Wah Wah Chicken Corner,1,New Delhi,North Indian,400,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,3,Mid-range
Brijwasi Sweet and Namkeen,1,New Delhi,Street Food,100,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,1,Budget
Khana Khazana,1,New Delhi,North Indian,800,Indian Rupees(Rs.),0,0,No,2,3.7,Yellow,Good,281,Mid-range
Ahad Sons Restaurant,1,New Delhi,Kashmiri,750,Indian Rupees(Rs.),0,0,No,2,3.4,Orange,Average,104,Mid-range
Jughead's Fast Food Corner,1,New Delhi,Chinese,500,Indian Rupees(Rs.),0,1,No,2,3.6,Yellow,Good,438,Mid-range
The Coffee Bond,1,New Delhi,Cafe,700,Indian Rupees(Rs.),0,1,No,2,4.2,Green,Very Good,73,Mid-range
Wow! Momo,1,New Delhi,Tibetan,350,Indian Rupees(Rs.),0,1,No,1,2.9,Orange,Average,77,Mid-range
Domino's Pizza,1,New Delhi,Pizza,700,Indian Rupees(Rs.),0,0,No,2,3.6,Yellow,Good,24,Mid-range
Haldiram's,1,New Delhi,Mithai,500,Indian Rupees(Rs.),0,0,No,2,3.7,Yellow,Good,59,Mid-range
Keventers,1,New Delhi,Beverages,400,Indian Rupees(Rs.),0,0,No,1,3.8,Yellow,Good,37,Mid-range
Pat 'N' Harry,1,New Delhi,American,400,Indian Rupees(Rs.),0,1,No,1,2.3,Red,Poor,42,Mid-range
"34, Chowringhee Lane",1,New Delhi,Fast Food,200,Indian Rupees(Rs.),0,1,No,1,3.1,Orange,Average,5,Budget
Aggarwal Sweets,1,New Delhi,Mithai,100,Indian Rupees(Rs.),0,0,No,1,2.8,Orange,Average,5,Budget
Amritsari Dhaba,1,New Delhi,North Indian,250,Indian Rupees(Rs.),0,0,No,1,2.9,Orange,Average,10,Budget
Apna Swad,1,New Delhi,North Indian,500,Indian Rupees(Rs.),0,1,No,2,2.9,Orange,Average,4,Mid-range
ATM Food Corner,1,New Delhi,North Indian,200,Indian Rupees(Rs.),0,0,No,1,3.0,Orange,Average,4,Budget
Burger House,1,New Delhi,Burger,200,Indian Rupees(Rs.),0,1,No,1,2.8,Orange,Average,4,Budget
Cafe De Bienka,1,New Delhi,Fast Food,350,Indian Rupees(Rs.),0,0,No,1,2.7,Orange,Average,12,Mid-range
Chatkaara Point,1,New Delhi,Fast Food,250,Indian Rupees(Rs.),0,0,No,1,2.9,Orange,Average,7,Budget
Dharma Punjabi Dhaba,1,New Delhi,North Indian,300,Indian Rupees(Rs.),0,1,No,1,2.7,Orange,Average,5,Budget
Domino's Pizza,1,New Delhi,Pizza,700,Indian Rupees(Rs.),0,0,No,2,2.5,Orange,Average,6,Mid-range
Flavourz Factoree,1,New Delhi,Fast Food,300,Indian Rupees(Rs.),0,0,No,1,3.1,Orange,Average,14,Budget
Gabbar Chowmein,1,New Delhi,Fast Food,100,Indian Rupees(Rs.),0,0,No,1,3.0,Orange,Average,4,Budget
Gayatri's Break Point Restaurant,1,New Delhi,North Indian,300,Indian Rupees(Rs.),0,0,No,1,3.1,Orange,Average,4,Budget
Grover Sweets & Bakers,1,New Delhi,Street Food,150,Indian Rupees(Rs.),0,0,No,1,3.3,Orange,Average,12,Budget
Khalsa Veg Corner,1,New Delhi,North Indian,300,Indian Rupees(Rs.),0,0,No,1,3.1,Orange,Average,10,Budget
Lajawab Chinese Food,1,New Delhi,Chinese,300,Indian Rupees(Rs.),0,0,No,1,3.0,Orange,Average,4,Budget
Lajwab Bakery,1,New Delhi,Bakery,100,Indian Rupees(Rs.),0,0,No,1,3.1,Orange,Average,7,Budget
Maharani Rasoi,1,New Delhi,North Indian,150,Indian Rupees(Rs.),0,0,No,1,3.0,Orange,Average,5,Budget
Natkhat Bakers,1,New Delhi,Bakery,300,Indian Rupees(Rs.),0,1,No,1,3.1,Orange,Average,4,Budget
Pastry Palace,1,New Delhi,Bakery,350,Indian Rupees(Rs.),0,1,No,1,3.2,Orange,Average,11,Mid-range
Punjabi Tadka,1,New Delhi,North Indian,500,Indian Rupees(Rs.),0,1,No,2,2.7,Orange,Average,11,Mid-range
Radha Swami Vaishno Dhaba,1,New Delhi,North Indian,200,Indian Rupees(Rs.),0,0,No,1,3.0,Orange,Average,6,Budget
Scoops,1,New Delhi,Beverages,200,Indian Rupees(Rs.),0,0,No,1,2.8,Orange,Average,9,Budget
Shah Bakery,1,New Delhi,Fast Food,400,Indian Rupees(Rs.),0,0,No,1,3.0,Orange,Average,10,Mid-range
Shahi Kachauri Wale,1,New Delhi,Street Food,50,Indian Rupees(Rs.),0,0,No,1,2.8,Orange,Average,6,Budget
Shahi Kachauri,1,New Delhi,Street Food,50,Indian Rupees(Rs.),0,0,No,1,2.8,Orange,Average,4,Budget
Shri Bikaner Sweets,1,New Delhi,Fast Food,250,Indian Rupees(Rs.),0,0,No,1,2.9,Orange,Average,4,Budget
Shri Krishna Vaishno Dhaba,1,New Delhi,North Indian,300,Indian Rupees(Rs.),0,0,No,1,3.0,Orange,Average,5,Budget
Shri Murli Wala,1,New Delhi,North Indian,400,Indian Rupees(Rs.),0,0,No,1,2.8,Orange,Average,7,Mid-range
Shri Radha Ki Rasoi,1,New Delhi,North Indian,300,Indian Rupees(Rs.),0,0,No,1,2.8,Orange,Average,6,Budget
Singh's Ice Cream Parlour,1,New Delhi,Ice Cream,200,Indian Rupees(Rs.),0,0,No,1,3.0,Orange,Average,8,Budget
Swastik Restaurant,1,New Delhi,Chinese,400,Indian Rupees(Rs.),0,1,No,1,2.7,Orange,Average,6,Mid-range
Tanatan Corner,1,New Delhi,North Indian,200,Indian Rupees(Rs.),0,0,No,1,2.9,Orange,Average,7,Budget
Tasty Bite,1,New Delhi,North Indian,650,Indian Rupees(Rs.),0,1,No,2,2.8,Orange,Average,12,Mid-range
Aggarwal Jalebi Wale,1,New Delhi,Street Food,50,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,3,Budget
Aggarwal Sweets,1,New Delhi,Mithai,200,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,3,Budget
Arora Pastry Palace,1,New Delhi,Bakery,100,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,3,Budget
Chinese Chatorey Xpress,1,New Delhi,Chinese,250,Indian Rupees(Rs.),0,1,No,1,0.0,White,Not rated,2,Budget
Chocochill,1,New Delhi,Desserts,250,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,2,Budget
Da Pizza Zone,1,New Delhi,Pizza,600,Indian Rupees(Rs.),0,1,No,2,0.0,White,Not rated,2,Mid-range
Food N Shakes,1,New Delhi,Chinese,250,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,0,Budget
Green Chick Chop,1,New Delhi,Raw Meats,350,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,3,Mid-range
Grover Sweets,1,New Delhi,Street Food,250,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,2,Budget
J V's Fried Chicken,1,New Delhi,Fast Food,300,Indian Rupees(Rs.),0,1,No,1,0.0,White,Not rated,2,Budget
Kamal Chat Bhandar,1,New Delhi,Street Food,100,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,3,Budget
Khalsa Chicken Corner,1,New Delhi,North Indian,250,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,2,Budget
Lala Da Shudh Vaishno Dhaba,1,New Delhi,North Indian,200,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,1,Budget
Madras Cafe,1,New Delhi,South Indian,200,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,3,Budget
New China Town,1,New Delhi,Chinese,300,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,2,Budget
Pick & Carry,1,New Delhi,Fast Food,200,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,2,Budget
Punjabi Chicken,1,New Delhi,North Indian,400,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,3,Mid-range
Sandwiches 'N' More,1,New Delhi,Fast Food,250,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,2,Budget
Sapna Restaurant,1,New Delhi,North Indian,200,Indian Rupees(Rs.),0,1,No,1,0.0,White,Not rated,3,Budget
Sargam Sweets,1,New Delhi,Desserts,150,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,2,Budget
Tandoori Theka,1,New Delhi,Mughlai,450,Indian Rupees(Rs.),0,1,No,1,0.0,White,Not rated,2,Mid-range
The Darjiling Delicious Chinese Food,1,New Delhi,Chinese,100,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,3,Budget
Veg Darbar - The Royal Taste,1,New Delhi,North Indian,400,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,3,Mid-range
Veg. Darbar,1,New Delhi,North Indian,400,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,1,Mid-range
Wah Ji Wah,1,New Delhi,North Indian,400,Indian Rupees(Rs.),0,1,No,1,2.4,Red,Poor,4,Mid-range
Cafe Coffee Day,1,New Delhi,Cafe,450,Indian Rupees(Rs.),0,0,No,1,2.6,Orange,Average,33,Mid-range
Chalte Firte Momos,1,New Delhi,Fast Food,300,Indian Rupees(Rs.),0,0,No,1,2.6,Orange,Average,23,Budget
Chutneez Restaurant Lounge & Bar,1,New Delhi,North Indian,1200,Indian Rupees(Rs.),1,0,No,3,2.7,Orange,Average,132,Expensive
Domino's Pizza,1,New Delhi,Pizza,700,Indian Rupees(Rs.),0,0,No,2,3.4,Orange,Average,25,Mid-range
Fattoush,1,New Delhi,Lebanese,200,Indian Rupees(Rs.),0,0,No,1,2.9,Orange,Average,5,Budget
Keventers,1,New Delhi,Beverages,400,Indian Rupees(Rs.),0,0,No,1,3.3,Orange,Average,25,Mid-range
Kutty's South Indian Cafe,1,New Delhi,South Indian,250,Indian Rupees(Rs.),0,0,No,1,3.4,Orange,Average,99,Budget
Mandrain,1,New Delhi,Chinese,450,Indian Rupees(Rs.),0,0,No,1,2.8,Orange,Average,7,Mid-range
Nazeer Foods,1,New Delhi,Mughlai,600,Indian Rupees(Rs.),0,0,No,2,3.4,Orange,Average,193,Mid-range
Nirula's Ice Cream,1,New Delhi,Desserts,250,Indian Rupees(Rs.),0,1,No,1,3.0,Orange,Average,38,Budget
Punjabi Tadka,1,New Delhi,North Indian,400,Indian Rupees(Rs.),0,0,No,1,2.8,Orange,Average,5,Mid-range
Rocking Woods,1,New Delhi,North Indian,1200,Indian Rupees(Rs.),1,1,No,3,2.6,Orange,Average,86,Expensive
Shawarma Wala,1,New Delhi,Fast Food,250,Indian Rupees(Rs.),0,0,No,1,2.5,Orange,Average,18,Budget
Subway,1,New Delhi,American,500,Indian Rupees(Rs.),0,1,No,2,2.5,Orange,Average,163,Mid-range
The Yellow Chilli,1,New Delhi,North Indian,1500,Indian Rupees(Rs.),1,1,No,3,2.7,Orange,Average,307,Expensive
The Yummy Chilli,1,New Delhi,Mughlai,600,Indian Rupees(Rs.),0,0,No,2,2.9,Orange,Average,9,Mid-range
United Punjab,1,New Delhi,North Indian,600,Indian Rupees(Rs.),0,1,No,2,2.5,Orange,Average,88,Mid-range
McDonald's,1,New Delhi,Fast Food,500,Indian Rupees(Rs.),0,1,No,2,3.6,Yellow,Good,160,Mid-range
Vintro,1,New Delhi,Cafe,350,Indian Rupees(Rs.),0,1,No,1,3.9,Yellow,Good,96,Mid-range
Wow! Momo,1,New Delhi,Tibetan,350,Indian Rupees(Rs.),0,0,No,1,3.5,Yellow,Good,54,Mid-range
"34, Chowringhee Lane",1,New Delhi,Fast Food,350,Indian Rupees(Rs.),0,0,No,1,2.3,Red,Poor,45,Mid-range
Kebab Xpress,1,New Delhi,North Indian,600,Indian Rupees(Rs.),0,1,No,2,2.4,Red,Poor,117,Mid-range
Moti Mahal Delux Tandoori Trail,1,New Delhi,North Indian,1000,Indian Rupees(Rs.),1,1,No,3,2.2,Red,Poor,79,Expensive
Pizza Hut,1,New Delhi,Italian,1000,Indian Rupees(Rs.),0,1,No,3,2.4,Red,Poor,224,Expensive
The Golden Dragon,1,New Delhi,Chinese,1500,Indian Rupees(Rs.),1,0,No,3,2.4,Red,Poor,43,Expensive
Yo! China,1,New Delhi,Chinese,900,Indian Rupees(Rs.),1,1,No,2,2.0,Red,Poor,191,Expensive
Hawkers,1,New Delhi,Chinese,600,Indian Rupees(Rs.),0,1,No,2,3.4,Orange,Average,398,Mid-range
Nirula's,1,New Delhi,Fast Food,1100,Indian Rupees(Rs.),0,1,No,3,3.0,Orange,Average,145,Expensive
Sagar Ratna,1,New Delhi,South Indian,600,Indian Rupees(Rs.),0,1,No,2,2.8,Orange,Average,133,Mid-range
